"measure","location","sex","age","cause","metric","year","val","upper","lower"
"Deaths","Southern Sub-Saharan Africa","Male","20-24 years","Enteric infections","Percent",1994,0.0305041607540792,0.0530925971624706,0.0144396232569738
"Deaths","Southern Sub-Saharan Africa","Female","20-24 years","Enteric infections","Percent",1994,0.0282018088599248,0.0633310815316792,0.00977817720930581
"Deaths","Southern Sub-Saharan Africa","Both","20-24 years","Enteric infections","Percent",1994,0.0292383785237913,0.0497810989599438,0.0166756359563373
"Deaths","Southeast Asia","Male","<5 years","Enteric infections","Percent",2000,0.127359267384526,0.167905943613568,0.0900574246351972
"Deaths","Southeast Asia","Female","<5 years","Enteric infections","Percent",2000,0.0952877850714293,0.133289400947373,0.0700546702681865
"Deaths","Southeast Asia","Both","<5 years","Enteric infections","Percent",2000,0.113195278754975,0.144116557587667,0.0883704202578543
"Deaths","Southeast Asia","Male","5-9 years","Enteric infections","Percent",2000,0.131122043251826,0.202859112855907,0.0797837354225693
"Deaths","Southeast Asia","Female","5-9 years","Enteric infections","Percent",2000,0.136855652999325,0.225647810515694,0.0797652191895031
"Deaths","Southeast Asia","Both","5-9 years","Enteric infections","Percent",2000,0.133596045957143,0.202716737962818,0.0847051998622003
"Deaths","Southeast Asia","Male","10-14 years","Enteric infections","Percent",2000,0.151580376294496,0.23683627453025,0.088150484042029
"Deaths","Southeast Asia","Female","10-14 years","Enteric infections","Percent",2000,0.173650381207695,0.278207447993069,0.0999967445540984
"Deaths","Southeast Asia","Both","10-14 years","Enteric infections","Percent",2000,0.160709042715138,0.249261423468735,0.0957545607972745
"Deaths","Southeast Asia","Male","15-19 years","Enteric infections","Percent",2000,0.0677010624681531,0.120391771828414,0.0351887089191578
"Deaths","Southeast Asia","Female","15-19 years","Enteric infections","Percent",2000,0.0970220407575701,0.164088305538053,0.0495438251197313
"Deaths","Southeast Asia","Both","15-19 years","Enteric infections","Percent",2000,0.078466187604575,0.135232988454856,0.0419625747966846
"Deaths","Southeast Asia","Male","20-24 years","Enteric infections","Percent",2000,0.0300860157931547,0.0523467119063358,0.0162218546941293
"Deaths","Southeast Asia","Female","20-24 years","Enteric infections","Percent",2000,0.0515999064807177,0.0905474416845258,0.0261975262673001
"Deaths","Southeast Asia","Both","20-24 years","Enteric infections","Percent",2000,0.0380021963827823,0.0632081293523385,0.0220310154661343
"Deaths","South Asia","Male","<5 years","Enteric infections","Percent",1993,0.121483451497021,0.146497409823544,0.099545840639681
"Deaths","South Asia","Female","<5 years","Enteric infections","Percent",1993,0.154333209259019,0.195985695194699,0.116434737664128
"Deaths","South Asia","Both","<5 years","Enteric infections","Percent",1993,0.137704125783723,0.163016963968885,0.111751611662187
"Deaths","South Asia","Male","5-9 years","Enteric infections","Percent",1993,0.258132058958812,0.381749882995921,0.166993422619198
"Deaths","South Asia","Female","5-9 years","Enteric infections","Percent",1993,0.280754338468928,0.409307585313561,0.170263437806467
"Deaths","South Asia","Both","5-9 years","Enteric infections","Percent",1993,0.270115923183961,0.377460474298876,0.182797782469473
"Deaths","South Asia","Male","10-14 years","Enteric infections","Percent",1993,0.285918200667376,0.419384808383054,0.179721769441915
"Deaths","South Asia","Female","10-14 years","Enteric infections","Percent",1993,0.301345232873484,0.437377986046081,0.196049682148847
"Deaths","South Asia","Both","10-14 years","Enteric infections","Percent",1993,0.293623875960683,0.4155502137588,0.196091501713289
"Deaths","South Asia","Male","15-19 years","Enteric infections","Percent",1993,0.190632624846536,0.300253883816332,0.110417272517971
"Deaths","South Asia","Female","15-19 years","Enteric infections","Percent",1993,0.158918168451659,0.250777782501625,0.0864543415614647
"Deaths","South Asia","Both","15-19 years","Enteric infections","Percent",1993,0.173532538966835,0.2581798097066,0.105781379064498
"Deaths","South Asia","Male","20-24 years","Enteric infections","Percent",1993,0.118442623516161,0.202994035399309,0.071493142858655
"Deaths","South Asia","Female","20-24 years","Enteric infections","Percent",1993,0.0976281982412696,0.173863061646193,0.0491715366590123
"Deaths","South Asia","Both","20-24 years","Enteric infections","Percent",1993,0.107078895833781,0.169864362732831,0.0652010779219896
"Deaths","South Asia","Male","<5 years","Enteric infections","Percent",2002,0.104555824362954,0.123229147628297,0.0872348022613132
"Deaths","South Asia","Female","<5 years","Enteric infections","Percent",2002,0.1356535444118,0.159940775113155,0.113920746947862
"Deaths","South Asia","Both","<5 years","Enteric infections","Percent",2002,0.119817354908017,0.13787559857446,0.101580101184003
"Deaths","South Asia","Male","5-9 years","Enteric infections","Percent",2002,0.279323777287998,0.406297904989784,0.1870743551371
"Deaths","South Asia","Female","5-9 years","Enteric infections","Percent",2002,0.29570404945204,0.427812477522042,0.187980844969684
"Deaths","South Asia","Both","5-9 years","Enteric infections","Percent",2002,0.287371572616233,0.402405810074852,0.198743833853382
"Deaths","South Asia","Male","10-14 years","Enteric infections","Percent",2002,0.280472483282915,0.413504991596664,0.176088233614603
"Deaths","South Asia","Female","10-14 years","Enteric infections","Percent",2002,0.297594592505916,0.430696297010193,0.189141520140017
"Deaths","South Asia","Both","10-14 years","Enteric infections","Percent",2002,0.288533261674423,0.411520398308906,0.186967314297584
"Deaths","South Asia","Male","15-19 years","Enteric infections","Percent",2002,0.171162972377829,0.272384864575683,0.100094626894474
"Deaths","South Asia","Female","15-19 years","Enteric infections","Percent",2002,0.144007880949307,0.224834297732407,0.0815649059364898
"Deaths","South Asia","Both","15-19 years","Enteric infections","Percent",2002,0.157165596182417,0.239018002940366,0.096557289549235
"Deaths","South Asia","Male","20-24 years","Enteric infections","Percent",2002,0.0940917028616056,0.156529622661238,0.059937018802625
"Deaths","South Asia","Female","20-24 years","Enteric infections","Percent",2002,0.0858398476376638,0.150134184023613,0.0447021483059078
"Deaths","South Asia","Both","20-24 years","Enteric infections","Percent",2002,0.0898480672202995,0.140948508174715,0.0560404383445104
"Deaths","East Asia","Male","<5 years","Enteric infections","Percent",2002,0.0329758962990866,0.036438864524955,0.0293474166866866
"Deaths","East Asia","Female","<5 years","Enteric infections","Percent",2002,0.0375312477638149,0.0418351168555296,0.0333922170960265
"Deaths","East Asia","Both","<5 years","Enteric infections","Percent",2002,0.0349465429154753,0.03854599048442,0.0312585526056603
"Deaths","East Asia","Male","5-9 years","Enteric infections","Percent",2002,0.0105345317152574,0.0143487772748917,0.00562701741911179
"Deaths","East Asia","Female","5-9 years","Enteric infections","Percent",2002,0.0148692115255403,0.0266957080852529,0.00818637207270068
"Deaths","East Asia","Both","5-9 years","Enteric infections","Percent",2002,0.0121325873169264,0.017711088561246,0.00786265035112325
"Deaths","East Asia","Male","10-14 years","Enteric infections","Percent",2002,0.00915466845378744,0.0134113264648817,0.00561302102600327
"Deaths","East Asia","Female","10-14 years","Enteric infections","Percent",2002,0.0146415644169623,0.0239070083488901,0.00871442508679835
"Deaths","East Asia","Both","10-14 years","Enteric infections","Percent",2002,0.0112379518713326,0.0169039458574889,0.00739380184063365
"Deaths","East Asia","Male","15-19 years","Enteric infections","Percent",2002,0.00538235892498065,0.00833096175381844,0.0032173118063668
"Deaths","East Asia","Female","15-19 years","Enteric infections","Percent",2002,0.00826079306944723,0.0135624460380657,0.00470456077155711
"Deaths","East Asia","Both","15-19 years","Enteric infections","Percent",2002,0.00630898464611981,0.00970611128156129,0.00378264173213655
"Deaths","East Asia","Male","20-24 years","Enteric infections","Percent",2002,0.00327269731479574,0.00492593849757581,0.00204946932911415
"Deaths","East Asia","Female","20-24 years","Enteric infections","Percent",2002,0.00497079917407267,0.00847222231481977,0.00272769115343018
"Deaths","East Asia","Both","20-24 years","Enteric infections","Percent",2002,0.00388808108753647,0.00583299025172644,0.0024775328442521
"Deaths","Southern Sub-Saharan Africa","Male","<5 years","Enteric infections","Percent",2001,0.10503686577425,0.119874502785282,0.0910676714082996
"Deaths","Southern Sub-Saharan Africa","Female","<5 years","Enteric infections","Percent",2001,0.106135313688768,0.12926455540303,0.0851608416511166
"Deaths","Southern Sub-Saharan Africa","Both","<5 years","Enteric infections","Percent",2001,0.105499210033502,0.120203855589613,0.0908681257791035
"Deaths","Southern Sub-Saharan Africa","Male","5-9 years","Enteric infections","Percent",2001,0.0895679829354263,0.127496312429403,0.0472880686699894
"Deaths","Southern Sub-Saharan Africa","Female","5-9 years","Enteric infections","Percent",2001,0.0893289868764341,0.159143126801607,0.0414329288188447
"Deaths","Southern Sub-Saharan Africa","Both","5-9 years","Enteric infections","Percent",2001,0.0894604559779531,0.128383754987739,0.0571873294330496
"Deaths","Southern Sub-Saharan Africa","Male","10-14 years","Enteric infections","Percent",2001,0.0703571903987619,0.11234687054592,0.0368667954688195
"Deaths","Southern Sub-Saharan Africa","Female","10-14 years","Enteric infections","Percent",2001,0.0782319296894293,0.148301623783665,0.033833238404602
"Deaths","Southern Sub-Saharan Africa","Both","10-14 years","Enteric infections","Percent",2001,0.0735498529137123,0.113024762032954,0.0452609799591059
"Deaths","Southern Sub-Saharan Africa","Male","15-19 years","Enteric infections","Percent",2001,0.0319911793937738,0.0526413852427237,0.016609636922338
"Deaths","Southern Sub-Saharan Africa","Female","15-19 years","Enteric infections","Percent",2001,0.0263890741318677,0.0609357403905866,0.00866230251324206
"Deaths","Southern Sub-Saharan Africa","Both","15-19 years","Enteric infections","Percent",2001,0.0291400996569308,0.0482404762233167,0.0159222932201731
"Deaths","Southern Sub-Saharan Africa","Male","20-24 years","Enteric infections","Percent",2001,0.0250892073971296,0.0391178775059096,0.0116789354767245
"Deaths","Southern Sub-Saharan Africa","Female","20-24 years","Enteric infections","Percent",2001,0.0132716615406225,0.0322459601107276,0.00370480378538796
"Deaths","Southern Sub-Saharan Africa","Both","20-24 years","Enteric infections","Percent",2001,0.0179121235232878,0.0313191355310023,0.00894078725272752
"Deaths","South Asia","Male","<5 years","Enteric infections","Percent",2002,0.104555824362954,0.123229147628297,0.0872348022613132
"Deaths","South Asia","Female","<5 years","Enteric infections","Percent",2002,0.1356535444118,0.159940775113155,0.113920746947862
"Deaths","South Asia","Both","<5 years","Enteric infections","Percent",2002,0.119817354908017,0.13787559857446,0.101580101184003
"Deaths","South Asia","Male","5-9 years","Enteric infections","Percent",2002,0.279323777287998,0.406297904989784,0.1870743551371
"Deaths","South Asia","Female","5-9 years","Enteric infections","Percent",2002,0.29570404945204,0.427812477522042,0.187980844969684
"Deaths","South Asia","Both","5-9 years","Enteric infections","Percent",2002,0.287371572616233,0.402405810074852,0.198743833853382
"Deaths","South Asia","Male","10-14 years","Enteric infections","Percent",2002,0.280472483282915,0.413504991596664,0.176088233614603
"Deaths","South Asia","Female","10-14 years","Enteric infections","Percent",2002,0.297594592505916,0.430696297010193,0.189141520140017
"Deaths","South Asia","Both","10-14 years","Enteric infections","Percent",2002,0.288533261674423,0.411520398308906,0.186967314297584
"Deaths","South Asia","Male","15-19 years","Enteric infections","Percent",2002,0.171162972377829,0.272384864575683,0.100094626894474
"Deaths","South Asia","Female","15-19 years","Enteric infections","Percent",2002,0.144007880949307,0.224834297732407,0.0815649059364898
"Deaths","South Asia","Both","15-19 years","Enteric infections","Percent",2002,0.157165596182417,0.239018002940366,0.096557289549235
"Deaths","South Asia","Male","20-24 years","Enteric infections","Percent",2002,0.0940917028616056,0.156529622661238,0.059937018802625
"Deaths","South Asia","Female","20-24 years","Enteric infections","Percent",2002,0.0858398476376638,0.150134184023613,0.0447021483059078
"Deaths","South Asia","Both","20-24 years","Enteric infections","Percent",2002,0.0898480672202995,0.140948508174715,0.0560404383445104
"Deaths","Central Sub-Saharan Africa","Male","<5 years","Enteric infections","Percent",1993,0.187451857881121,0.276552959163743,0.0947772308881088
"Deaths","Central Sub-Saharan Africa","Female","<5 years","Enteric infections","Percent",1993,0.128107516040223,0.231790074487518,0.0711674744570923
"Deaths","Central Sub-Saharan Africa","Both","<5 years","Enteric infections","Percent",1993,0.159522559783544,0.240531938491648,0.0889175733001147
"Deaths","Central Sub-Saharan Africa","Male","5-9 years","Enteric infections","Percent",1993,0.103577725322074,0.165419173120994,0.0624144549695539
"Deaths","Central Sub-Saharan Africa","Female","5-9 years","Enteric infections","Percent",1993,0.105614371221843,0.183495523388688,0.0529281722281497
"Deaths","Central Sub-Saharan Africa","Both","5-9 years","Enteric infections","Percent",1993,0.104516658389333,0.156484865057936,0.0677397887064995
"Deaths","Central Sub-Saharan Africa","Male","10-14 years","Enteric infections","Percent",1993,0.0819432802444845,0.137549918582056,0.0476425592451755
"Deaths","Central Sub-Saharan Africa","Female","10-14 years","Enteric infections","Percent",1993,0.0871026165870105,0.155291844537205,0.0423277731696169
"Deaths","Central Sub-Saharan Africa","Both","10-14 years","Enteric infections","Percent",1993,0.0841009748234398,0.129505656034437,0.0538964441264581
"Deaths","Central Sub-Saharan Africa","Male","15-19 years","Enteric infections","Percent",1993,0.0629667646952242,0.110601450453081,0.0360993012006391
"Deaths","Central Sub-Saharan Africa","Female","15-19 years","Enteric infections","Percent",1993,0.0579930054094997,0.113743356338868,0.0255794981555726
"Deaths","Central Sub-Saharan Africa","Both","15-19 years","Enteric infections","Percent",1993,0.0609100624966402,0.0964678644893612,0.038053579831205
"Deaths","Central Sub-Saharan Africa","Male","20-24 years","Enteric infections","Percent",1993,0.0461851831996307,0.0761466511900201,0.0258992223711925
"Deaths","Central Sub-Saharan Africa","Female","20-24 years","Enteric infections","Percent",1993,0.0419231492905281,0.0857757724935031,0.0164530653679399
"Deaths","Central Sub-Saharan Africa","Both","20-24 years","Enteric infections","Percent",1993,0.0441986139322714,0.0716371182324698,0.0264702313115806
"Deaths","Western Sub-Saharan Africa","Male","<5 years","Enteric infections","Percent",2001,0.207044561420155,0.247410033751542,0.155626848248175
"Deaths","Western Sub-Saharan Africa","Female","<5 years","Enteric infections","Percent",2001,0.202943636264066,0.251171081538698,0.155307461119958
"Deaths","Western Sub-Saharan Africa","Both","<5 years","Enteric infections","Percent",2001,0.205139871000568,0.244907492159502,0.160367434425439
"Deaths","Western Sub-Saharan Africa","Male","5-9 years","Enteric infections","Percent",2001,0.180865988999665,0.266996250307809,0.120028848866533
"Deaths","Western Sub-Saharan Africa","Female","5-9 years","Enteric infections","Percent",2001,0.197299867125347,0.303101945905546,0.111965705798738
"Deaths","Western Sub-Saharan Africa","Both","5-9 years","Enteric infections","Percent",2001,0.18815244055145,0.264003528552217,0.124442351144893
"Deaths","Western Sub-Saharan Africa","Male","10-14 years","Enteric infections","Percent",2001,0.161164709097027,0.23815805346393,0.108702400882006
"Deaths","Western Sub-Saharan Africa","Female","10-14 years","Enteric infections","Percent",2001,0.191268907545748,0.287778336473956,0.11593124239542
"Deaths","Western Sub-Saharan Africa","Both","10-14 years","Enteric infections","Percent",2001,0.174238457493985,0.2447077237001,0.117182490911189
"Deaths","Western Sub-Saharan Africa","Male","15-19 years","Enteric infections","Percent",2001,0.107986477767122,0.180984868679842,0.0699936049886216
"Deaths","Western Sub-Saharan Africa","Female","15-19 years","Enteric infections","Percent",2001,0.114282446359911,0.193022678144806,0.0568573683998866
"Deaths","Western Sub-Saharan Africa","Both","15-19 years","Enteric infections","Percent",2001,0.110890076381647,0.158602758041306,0.0699854738807324
"Deaths","Western Sub-Saharan Africa","Male","20-24 years","Enteric infections","Percent",2001,0.082014547103483,0.146326664588702,0.0520353838625812
"Deaths","Western Sub-Saharan Africa","Female","20-24 years","Enteric infections","Percent",2001,0.0763108027781779,0.143248608299864,0.0321053922121731
"Deaths","Western Sub-Saharan Africa","Both","20-24 years","Enteric infections","Percent",2001,0.0788677435472868,0.117533191984237,0.0470030510037389
"Deaths","South Asia","Male","<5 years","Enteric infections","Percent",2001,0.107033816611599,0.126974406872034,0.0886160520368541
"Deaths","South Asia","Female","<5 years","Enteric infections","Percent",2001,0.138574479069284,0.165179950923781,0.115508892574758
"Deaths","South Asia","Both","<5 years","Enteric infections","Percent",2001,0.122523427980743,0.142781296434361,0.103970430557165
"Deaths","South Asia","Male","5-9 years","Enteric infections","Percent",2001,0.271551490635283,0.397455332838954,0.180968257578486
"Deaths","South Asia","Female","5-9 years","Enteric infections","Percent",2001,0.290900999153748,0.420594104834084,0.184282630360792
"Deaths","South Asia","Both","5-9 years","Enteric infections","Percent",2001,0.281119140578974,0.392327098479047,0.193235682105859
"Deaths","South Asia","Male","10-14 years","Enteric infections","Percent",2001,0.267581018905412,0.395951893473177,0.16553109247676
"Deaths","South Asia","Female","10-14 years","Enteric infections","Percent",2001,0.294259661868314,0.428203574268928,0.190444491654663
"Deaths","South Asia","Both","10-14 years","Enteric infections","Percent",2001,0.279761709112549,0.400762946121528,0.180008562890686
"Deaths","South Asia","Male","15-19 years","Enteric infections","Percent",2001,0.168267834009562,0.267965774475881,0.0985020317807735
"Deaths","South Asia","Female","15-19 years","Enteric infections","Percent",2001,0.142523827606669,0.222251145603727,0.0801741767353105
"Deaths","South Asia","Both","15-19 years","Enteric infections","Percent",2001,0.154983596932864,0.235232431799337,0.0948223361759575
"Deaths","South Asia","Male","20-24 years","Enteric infections","Percent",2001,0.0939444483010401,0.155922972197226,0.0596483092567018
"Deaths","South Asia","Female","20-24 years","Enteric infections","Percent",2001,0.0859372712682656,0.149126304067347,0.0443208756568893
"Deaths","South Asia","Both","20-24 years","Enteric infections","Percent",2001,0.089792192292073,0.141627177780489,0.0559316913639321
"Deaths","Western Sub-Saharan Africa","Male","<5 years","Enteric infections","Percent",2003,0.205145939212983,0.245097524947428,0.159612526870745
"Deaths","Western Sub-Saharan Africa","Female","<5 years","Enteric infections","Percent",2003,0.202600636444021,0.249187962613127,0.156694135630727
"Deaths","Western Sub-Saharan Africa","Both","<5 years","Enteric infections","Percent",2003,0.203965765202187,0.241783827924933,0.162659847384993
"Deaths","Western Sub-Saharan Africa","Male","5-9 years","Enteric infections","Percent",2003,0.186742273035804,0.262942859191376,0.129485753004064
"Deaths","Western Sub-Saharan Africa","Female","5-9 years","Enteric infections","Percent",2003,0.202861062802198,0.304654688695797,0.125580883659498
"Deaths","Western Sub-Saharan Africa","Both","5-9 years","Enteric infections","Percent",2003,0.193873480442308,0.265994897014304,0.135285187560747
"Deaths","Western Sub-Saharan Africa","Male","10-14 years","Enteric infections","Percent",2003,0.161966521340008,0.230240382846784,0.110487303198228
"Deaths","Western Sub-Saharan Africa","Female","10-14 years","Enteric infections","Percent",2003,0.187223032455101,0.273555110267192,0.117620040887473
"Deaths","Western Sub-Saharan Africa","Both","10-14 years","Enteric infections","Percent",2003,0.172919841848616,0.241315411302718,0.119105822368036
"Deaths","Western Sub-Saharan Africa","Male","15-19 years","Enteric infections","Percent",2003,0.103440874874949,0.162554127693905,0.0686631705994886
"Deaths","Western Sub-Saharan Africa","Female","15-19 years","Enteric infections","Percent",2003,0.106674841606516,0.177772729633891,0.0571349474015846
"Deaths","Western Sub-Saharan Africa","Both","15-19 years","Enteric infections","Percent",2003,0.104946744772273,0.151150934975148,0.0690483418481434
"Deaths","Western Sub-Saharan Africa","Male","20-24 years","Enteric infections","Percent",2003,0.0778714351125845,0.130485070587878,0.0526424506895278
"Deaths","Western Sub-Saharan Africa","Female","20-24 years","Enteric infections","Percent",2003,0.0718689981635366,0.12846357283948,0.0335671629318749
"Deaths","Western Sub-Saharan Africa","Both","20-24 years","Enteric infections","Percent",2003,0.0746371363001177,0.112646562332777,0.047255438723489
"Deaths","Southern Sub-Saharan Africa","Male","<5 years","Enteric infections","Percent",1993,0.148845827480917,0.184974266404697,0.121919621638408
"Deaths","Southern Sub-Saharan Africa","Female","<5 years","Enteric infections","Percent",1993,0.154378353807444,0.185951258959396,0.12540236055254
"Deaths","Southern Sub-Saharan Africa","Both","<5 years","Enteric infections","Percent",1993,0.151256010444853,0.182159353176625,0.127255949993181
"Deaths","Southern Sub-Saharan Africa","Male","5-9 years","Enteric infections","Percent",1993,0.111840184457768,0.167408085751078,0.0606646477438382
"Deaths","Southern Sub-Saharan Africa","Female","5-9 years","Enteric infections","Percent",1993,0.116978569271843,0.223741460183348,0.0536489236177204
"Deaths","Southern Sub-Saharan Africa","Both","5-9 years","Enteric infections","Percent",1993,0.114021526885339,0.175672609543769,0.0748499138811191
"Deaths","Southern Sub-Saharan Africa","Male","10-14 years","Enteric infections","Percent",1993,0.0904661998182946,0.144520516213502,0.0479729730946001
"Deaths","Southern Sub-Saharan Africa","Female","10-14 years","Enteric infections","Percent",1993,0.0932043550982961,0.177392818729476,0.0442324123551486
"Deaths","Southern Sub-Saharan Africa","Both","10-14 years","Enteric infections","Percent",1993,0.0915611476594566,0.136726110418748,0.05813244928287
"Deaths","Southern Sub-Saharan Africa","Male","15-19 years","Enteric infections","Percent",1993,0.0391008597702693,0.063882342065826,0.018527102979385
"Deaths","Southern Sub-Saharan Africa","Female","15-19 years","Enteric infections","Percent",1993,0.0383439353119689,0.0806507512880215,0.0157498282408509
"Deaths","Southern Sub-Saharan Africa","Both","15-19 years","Enteric infections","Percent",1993,0.0386530937277226,0.0647162137845441,0.0226633586685665
"Deaths","Southern Sub-Saharan Africa","Male","20-24 years","Enteric infections","Percent",1993,0.0324671673235581,0.0582342556009937,0.0156596670709079
"Deaths","Southern Sub-Saharan Africa","Female","20-24 years","Enteric infections","Percent",1993,0.033330098094307,0.0731893302323099,0.0118957912303691
"Deaths","Southern Sub-Saharan Africa","Both","20-24 years","Enteric infections","Percent",1993,0.0327821871778529,0.0556180109091558,0.018784674990537
"Deaths","East Asia","Male","<5 years","Enteric infections","Percent",1994,0.0450187391420016,0.0508674987578489,0.039139158424226
"Deaths","East Asia","Female","<5 years","Enteric infections","Percent",1994,0.0492300346320253,0.0556943179158375,0.0427177983937145
"Deaths","East Asia","Both","<5 years","Enteric infections","Percent",1994,0.0469392080434702,0.0524729457822565,0.040987179700538
"Deaths","East Asia","Male","5-9 years","Enteric infections","Percent",1994,0.0176499094844723,0.0251240899871217,0.0073154344987525
"Deaths","East Asia","Female","5-9 years","Enteric infections","Percent",1994,0.0187106513377188,0.0370258909594672,0.00883601437591235
"Deaths","East Asia","Both","5-9 years","Enteric infections","Percent",1994,0.0180589026425678,0.0263792578008131,0.0100971356141786
"Deaths","East Asia","Male","10-14 years","Enteric infections","Percent",1994,0.0158592339055327,0.0236571114758636,0.0087162386999767
"Deaths","East Asia","Female","10-14 years","Enteric infections","Percent",1994,0.0187428503083092,0.0327236511883959,0.0106239292932059
"Deaths","East Asia","Both","10-14 years","Enteric infections","Percent",1994,0.0169967516132395,0.0258686485130152,0.0108751394060618
"Deaths","East Asia","Male","15-19 years","Enteric infections","Percent",1994,0.00808038657770143,0.0127502155055322,0.00430699466118985
"Deaths","East Asia","Female","15-19 years","Enteric infections","Percent",1994,0.0104820284785672,0.0178576792454444,0.00555393260792375
"Deaths","East Asia","Both","15-19 years","Enteric infections","Percent",1994,0.00890072326750258,0.0138583073726838,0.00511327412340173
"Deaths","East Asia","Male","20-24 years","Enteric infections","Percent",1994,0.00497368715818723,0.00746220566655536,0.00271902148491067
"Deaths","East Asia","Female","20-24 years","Enteric infections","Percent",1994,0.00574357105582329,0.0103350028051452,0.00300740887676903
"Deaths","East Asia","Both","20-24 years","Enteric infections","Percent",1994,0.00527186851858139,0.00808056160716606,0.00317829902690721
"Deaths","Central Asia","Male","<5 years","Enteric infections","Percent",2004,0.0459373501288793,0.054180148193552,0.0382734097989549
"Deaths","Central Asia","Female","<5 years","Enteric infections","Percent",2004,0.0503049374560938,0.0593510051434669,0.04245993231011
"Deaths","Central Asia","Both","<5 years","Enteric infections","Percent",2004,0.0478078140603592,0.0545392289874487,0.0419935335753817
"Deaths","Central Asia","Male","5-9 years","Enteric infections","Percent",2004,0.0124753643441338,0.017854138503824,0.00789156508132127
"Deaths","Central Asia","Female","5-9 years","Enteric infections","Percent",2004,0.0167348885451361,0.0286925544928797,0.00969300949308262
"Deaths","Central Asia","Both","5-9 years","Enteric infections","Percent",2004,0.0141927791005782,0.0200703671517647,0.010147046777342
"Deaths","Central Asia","Male","10-14 years","Enteric infections","Percent",2004,0.00754464611682574,0.0116630158000744,0.00535497375684009
"Deaths","Central Asia","Female","10-14 years","Enteric infections","Percent",2004,0.0106710243176159,0.0181241059847649,0.00668406604108498
"Deaths","Central Asia","Both","10-14 years","Enteric infections","Percent",2004,0.00876716941934868,0.0126899014419477,0.00648671330187379
"Deaths","Central Asia","Male","15-19 years","Enteric infections","Percent",2004,0.0021077668703471,0.00342583255478577,0.00154564459156847
"Deaths","Central Asia","Female","15-19 years","Enteric infections","Percent",2004,0.0034166249404061,0.00593162256447011,0.00205123160864137
"Deaths","Central Asia","Both","15-19 years","Enteric infections","Percent",2004,0.00256656010374244,0.00371935858570432,0.00185723577278581
"Deaths","Central Asia","Male","20-24 years","Enteric infections","Percent",2004,0.00142373610118769,0.00211356958018377,0.00107241765286488
"Deaths","Central Asia","Female","20-24 years","Enteric infections","Percent",2004,0.00279618484404379,0.00477160196587867,0.00178946754352912
"Deaths","Central Asia","Both","20-24 years","Enteric infections","Percent",2004,0.00187943862064478,0.00263858635147549,0.00141663900237244
"Deaths","East Asia","Male","<5 years","Enteric infections","Percent",1997,0.0378440300814705,0.0425594694470786,0.0331574463877057
"Deaths","East Asia","Female","<5 years","Enteric infections","Percent",1997,0.0429890553332313,0.0487708228403128,0.0370877980514067
"Deaths","East Asia","Both","<5 years","Enteric infections","Percent",1997,0.0401588199639953,0.0449231788935791,0.0351251156642381
"Deaths","East Asia","Male","5-9 years","Enteric infections","Percent",1997,0.0136498336746619,0.01914241012133,0.0059559482420308
"Deaths","East Asia","Female","5-9 years","Enteric infections","Percent",1997,0.0155473716922592,0.0319126754415234,0.00768247588015477
"Deaths","East Asia","Both","5-9 years","Enteric infections","Percent",1997,0.0144347453970959,0.0213414968515481,0.00817629654716685
"Deaths","East Asia","Male","10-14 years","Enteric infections","Percent",1997,0.012173392302111,0.0177348350427093,0.00680811164692796
"Deaths","East Asia","Female","10-14 years","Enteric infections","Percent",1997,0.0155534437359259,0.0274295299574503,0.00897745896397073
"Deaths","East Asia","Both","10-14 years","Enteric infections","Percent",1997,0.0135948975241214,0.0204683679030581,0.0087307550396662
"Deaths","East Asia","Male","15-19 years","Enteric infections","Percent",1997,0.00701806205459227,0.0110795354211179,0.00391334731756654
"Deaths","East Asia","Female","15-19 years","Enteric infections","Percent",1997,0.00941276300969804,0.0157782394851731,0.00512469721440986
"Deaths","East Asia","Both","15-19 years","Enteric infections","Percent",1997,0.00781630688991118,0.0120359876203155,0.0046681569544474
"Deaths","East Asia","Male","20-24 years","Enteric infections","Percent",1997,0.00413095904180123,0.00609599300896312,0.00234741633235402
"Deaths","East Asia","Female","20-24 years","Enteric infections","Percent",1997,0.0050245194502475,0.00896116113048229,0.0026785328152144
"Deaths","East Asia","Both","20-24 years","Enteric infections","Percent",1997,0.00449748947824321,0.00669449267486944,0.002858943089445
"Deaths","South Asia","Male","<5 years","Enteric infections","Percent",1995,0.119512107847981,0.145301598692915,0.0982402368788246
"Deaths","South Asia","Female","<5 years","Enteric infections","Percent",1995,0.152549781871905,0.191263725234082,0.117180313889267
"Deaths","South Asia","Both","<5 years","Enteric infections","Percent",1995,0.135818150060124,0.160594541120541,0.112159109736524
"Deaths","South Asia","Male","5-9 years","Enteric infections","Percent",1995,0.264338736214012,0.390191750482912,0.17334604043329
"Deaths","South Asia","Female","5-9 years","Enteric infections","Percent",1995,0.28053188480352,0.408794011907451,0.172722440889447
"Deaths","South Asia","Both","5-9 years","Enteric infections","Percent",1995,0.272670847945447,0.379998026890113,0.188246798157706
"Deaths","South Asia","Male","10-14 years","Enteric infections","Percent",1995,0.285244927993639,0.418142040018391,0.179432732243829
"Deaths","South Asia","Female","10-14 years","Enteric infections","Percent",1995,0.302291798448812,0.434713697591257,0.195759937774887
"Deaths","South Asia","Both","10-14 years","Enteric infections","Percent",1995,0.293497961702195,0.418984837611376,0.19308388961245
